QCDR Name,Measure ID,Measure Title,Measure Description ,NQF Number  (if applicable),NQS Domain ,High Priority,Measure Type,Inverse Measure,"Proportional Measure
",Continuous Variable Measure  ,Ratio Measure  ,Number of performance rates to be submitted                                                  ,Overall Algorithm,Is the Measure Risk-Adjusted   ,Primary Steward,First Performance Year
MIPSPRO ENTERPRISE,HM6,Functional Status Change for Patients With Low Back Functional Status Deficit,"Percentage of patients aged 18 years or older with a functional deficit related to the low back who achieve a Minimal Clinically Important Difference (MCID) in the Modified Oswestry Low Back Pain Questionnaire (ODI) or equivalent score that indicates a functional improvement greater than zero. Two rates will be reported:
·        The overall proportion of patients achieving an MCID in NDI change score.
·        The Risk-Adjusted MCID proportional difference where the difference between the risk adjusted predicted MCID and the observed MCID (measured via NDI or equivalent tool) proportion is greater than zero.

The measure contains two goals: 1) for patients to achieve an unadjusted MCID greater than zero and, 2) for patients to achieve a risk adjusted MCID where the difference between the risk adjusted predicted MCID and the observed MCID proportion will be greater than zero. The measure is adjusted to patient characteristics known to be associated with functional status and quality of life outcomes (risk adjusted) and used as a performance measure at the patient level, at the individual clinician level, and at the clinic level to assess quality.

Performance Rate Descriptions:

Submission Criteria 1: All patients (surgical)
Submission Criteria 2: All patients (non-surgical)
Submission Criteria 3: All patients (surgical and non-surgical)",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,3,3rd Performance Rate,Yes,MIPSPRO,2020
MIPSPRO ENTERPRISE,HM7,Functional Status Change for Patients with Vestibular Dysfunction,"Percentage of patients aged 14 years and older diagnosed with vestibular dysfunction who achieve a Minimal Clinically Important Difference (MCID) as measured via the validated Dizziness Handicap Inventory or equivalent instrument to indicate functional, emotional, and physical improvement
·        Submission Age Criteria 1: Patients aged 14-17 years of age
·        Submission Age Criteria 2: Patients aged 18-64 years of age
·        Submission Age Criteria 3: Patients aged 65 years and older
·        Submission Criteria 4: Overall total rate of patients aged 14 years and older
The measure is adjusted to patient characteristics known to be associated with functional status and quality of life outcomes (risk adjusted) and used as a performance measure at the patient level, at the individual clinician, and at the clinic level to assess quality.

Performance Rate Descriptions:

SUBMISSION CRITERIA 1: Patients aged 14-17 years of age on date of encounter
SUBMISSION CRITERIA 2: Patients aged 18-64 years and older on date of encounter
SUBMISSION CRITERIA 3: Patients aged 65 years of age and older on date of encounter
SUBMISSION CRITERIA 4: Patients aged 14 years of age and older on date of encounter",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,4,4th Performance Rate,Yes,MIPSPRO,2020
MIPSPRO ENTERPRISE,HM8,Functional Status Change for Patients With Lower Extremity Functional Status Deficit,"Percentage of patients aged 18 years or older with a functional deficit related to the lower extremity who achieve a Minimal Clinically Important Difference (MCID) in Lower Extremity Functional Scale (LEFS) score that indicates a functional improvement greater than zero. Two rates will be reported:
•	The overall proportion of patients achieving an MCID in LEFS change score.
•	The Risk-Adjusted MCID proportional difference where the difference between the risk adjusted predicted MCID and the observed MCID (measured via LEFS) proportion is greater than zero.

The measure contains two goals: 1) for patients to achieve an unadjusted MCID greater than zero and, 2) for patients to achieve a risk adjusted MCID where the difference between the risk adjusted predicted MCID and the observed MCID proportion will be greater than zero. The measure is adjusted to patient characteristics known to be associated with functional status and quality of life outcomes (risk adjusted) and used as a performance measure at the patient level, at the individual clinician level, and at the clinic level to assess quality.

Performance Rate Descriptions:

SUBMISSION CRITERIA 1: Foot and Ankle operative (surgical) patients
SUBMISSION CRITERIA 2: Foot and Ankle (non-surgical) patients
SUBMISSION CRITERIA 3: Knee operative (surgical) patients
SUBMISSION CRITERIA 4: Knee (non-surgical) patients
SUBMISSION CRITERIA 5: Hip and Pelvis operative (surgical) patients
SUBMISSION CRITERIA 6: Hip and Pelvis (non-surgical) patients
SUBMISSION CRITERIA 7: Foot, Ankle, Knee, Hip and Pelvis (surgical) patients
SUBMISSION CRITERIA 8: Foot, Ankle, Knee, Hip and Pelvis (non-surgical) patients
SUBMISSION CRITERIA 9: Foot, Ankle, Knee, Hip and Pelvis (surgical and non-surgical patients)",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,9,9th Performance Rate,Yes,MIPSPRO,2020
MIPSPRO ENTERPRISE,MBHR3,Pain Interference Response utilizing PROMIS,"The percentage of adult patients (18 years of age or older) who report pain issues and demonstrated a response to treatment at one month from the index score

",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,MBHR Mental and Behavioral Health Registry,2019
MohsAIQ,ACMS1,Adherence to Mohs Micrographic Surgery Appropriate Use Criteria,"Percentage of Mohs micrographic surgery cases that meet criteria according to published Mohs surgery appropriate use criteria (AUC) guidelines.

",N/A,Efficiency and Cost Reduction,Yes,Efficiency and Cost/Resource Use,No,Yes,No,No,1,N/A,No,MohsAIQ,2019
MohsAIQ,ACMS2,Closing the Mohs Surgery Referral Loop: Transmission of Surgical Report,"Percentage of Mohs micrographic surgery cases or Mohs surgical defect reconstruction cases for which the reconstruction was performed by a different surgeon than the Mohs surgeon, regardless of patient age, for which a report is sent from the treating provider to the referring provider within 30 days.

",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,MohsAIQ,2019
MohsAIQ,ACMS3,Antibiotic Prophylaxis for High Risk Cardiac / Orthopedic Cases prior to Mohs micrographic surgery - Prevention of Overuse,"Percentage of cases of Mohs surgery in which preoperative prophylactic antibiotics were provided for which the patient had cardiac / orthopedic prophylaxis indications for preoperative antibiotics.

",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,MohsAIQ,2019
MohsAIQ,ACMS4,Surgical Site Infection Rate - Mohs Micrographic Surgery,"Percentage of cases of Mohs surgery that develop a surgical site infection. This measure is to be reported each time a procedure for a Mohs surgery is performed whether or not a surgical site infection develops during the performance period.

",N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,No,1,N/A,No,MohsAIQ,2019
MohsAIQ,ACMS5,Documentation of High-Risk Squamous Cell Carcinoma Stage in Mohs Micrographic Surgery Record,"Percentage of Mohs surgery cases for high risk cutaneous squamous cell carcinoma (SCC) of the head and neck for which America Joint Committee on Cancer (AJCC) 8th edition staging1, that was documented in the medical record. For these purposes high-risk is defined as a tumor stage greater than T2.

",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,MohsAIQ,2020
MohsAIQ,ACMS6,Management of perioperative anticoagulation with Mohs micrographic surgery,"Percentage of Mohs micrographic surgery cases where patients on anticoagulant medication for whom perioperative anticoagulation was continued prior to Mohs surgery.

",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,MohsAIQ,2020
MohsAIQ,ACMS7,Non-Opioid Pain Management Following Mohs micrographic surgery,"Percentage of cases of Mohs surgery who received a prescription for opioid / narcotic pain medication (prescription prior to or at the time of surgical discharge from the Mohs surgeon) following Mohs micrographic surgery.

",N/A,Patient Safety,Yes,Process,Yes,Yes,No,No,1,N/A,No,MohsAIQ,2020
MohsAIQ,ASPS22,Coordination of Care for Anticoagulated Patients Undergoing Reconstruction After Skin Cancer Resection,"Percentage of patients aged 18 and older on prescribed anticoagulation medication who underwent reconstruction after skin cancer resection (in any setting) and preoperative modification* to their anticoagulant(s) regimen, who had documentation of coordinated care** prior to their procedure.

",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,ASPS TOPS-QCDR,2020
MohsAIQ,ASPS24,Visits to the ER or Urgent Care Following Reconstruction After Skin Cancer Resection,"Part 1: Percentage of patients aged 18 and older who underwent reconstruction after skin cancer resection who were asked* within 30 days of their procedure whether they visited the ER or Urgent Care within 7 days of their procedure, for a reason related to the reconstruction after skin cancer resection surgery.

Part 2: Percentage of patients, aged 18 and older who underwent reconstruction after skin cancer resection and were asked within 30 days of the procedure about visiting the ER, who visited the ER or Urgent Care within 7 days of their procedure for a reason related to the reconstruction after skin cancer resection surgery. (only Part 2 is intended to be reported for accountability, but Part 1 must be completed)

",N/A,Efficiency and Cost Reduction,Yes,Outcome,Yes,Yes,No,No,1,N/A,No,ASPS TOPS-QCDR,2020
