title,eMeasureId,nqfEMeasureId,nqfId,measureId,description,nationalQualityStrategyDomain,measureType,primarySteward,methodsClaims,methodsCertifiedSurveyVendor,methodsElectronicHealthRecord,methodsCmsWebInterface,methodsAdministrativeClaims,methodsRegistry,allergyImmunology,anesthesiology,cardiology,electrophysiologyCardiacSpecialist,gastroenterology,dermatology,emergencyMedicine,generalPracticeFamilyMedicine,internalMedicine,obstetricsGynecology,ophthalmology,orthopedicSurgery,otolaryngology,pathology,pediatrics,physicalMedicine,plasticSurgery,preventiveMedicine,neurology,mentalBehavioralHealth,diagnosticRadiology,interventionalRadiology,vascularSurgery,generalSurgery,thoracicSurgery,urology,generalOncology,radiationOncology,hospitalists,rheumatology,nephrology,infectiousDisease,neurosurgical,podiatry,dentistry,metricType,firstPerformanceYear,lastPerformanceYear,eMeasureUuid,isHighPriority,isInverse,numStrataClaims,numStrataRegistry,numStrataEcqm,overallAlgorithm,default,registry,claims,cmsWebInterface,electronicHealthRecord,isIcdImpacted,isToppedOutByProgram
Total Knee Replacement: Identification of Implanted Prosthesis in Operative Report ,N/A,N/A,N/A,353,"Percentage of patients regardless of age  undergoing a total knee replacement whose operative report identifies the prosthetic implant specifications including the prosthetic implant manufacturer, the brand name of the prosthetic implant and the size of each prosthetic implant",Patient Safety,Process,American Association of Hip and Knee Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_353_Registry.pdf,,,,FALSE,FALSE
Anastomotic Leak Intervention,N/A,N/A,N/A,354,Percentage of patients aged 18 years and older who required an anastomotic leak intervention following gastric bypass or colectomy surgery,Patient Safety,Outcome,American College of Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_354_Registry.pdf,,,,FALSE,FALSE
Unplanned Reoperation within the 30 Day Postoperative Period ,N/A,N/A,N/A,355,Percentage of patients aged 18 years and older who had any unplanned reoperation within the 30 day postoperative period,Patient Safety,Outcome,American College of Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_355_Registry.pdf,,,,FALSE,FALSE
Unplanned Hospital Readmission within 30 Days of Principal Procedure ,N/A,N/A,N/A,356,Percentage of patients aged 18 years and older who had an unplanned hospital readmission within 30 days of principal procedure,Effective Clinical Care,Outcome,American College of Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_356_Registry.pdf,,,,FALSE,FALSE
Surgical Site Infection (SSI),N/A,N/A,N/A,357,Percentage of patients aged 18 years and older who had a surgical site infection (SSI),Effective Clinical Care,Outcome,American College of Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,X,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_357_Registry.pdf,,,,FALSE,FALSE
Patient-Centered Surgical Risk Assessment and Communication ,N/A,N/A,N/A,358,"Percentage of patients who underwent a non-emergency surgery who had their personalized risks of postoperative complications assessed by their surgical team prior to surgery using a clinical data-based, patient-specific risk calculator and who received personal discussion of those risks with the surgeon",Person and Caregiver-Centered Experience and Outcomes,Process,American College of Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,X,-,-,-,-,-,X,X,X,X,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_358_Registry.pdf,,,,FALSE,FALSE
Optimizing Patient Exposure to Ionizing Radiation: Utilization of a Standardized Nomenclature for Computed Tomography (CT) Imaging Description,N/A,N/A,N/A,359,"Percentage of computed tomography (CT) imaging reports for all patients, regardless of age, with the imaging study named according to a standardized nomenclature and the standardized nomenclature is used in institution's computer systems",Communication and Care Coordination,Process,American College of Radiology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_359_Registry.pdf,,,,FALSE,TRUE
Optimizing Patient Exposure to Ionizing Radiation: Count of Potential High Dose Radiation Imaging Studies: Computed Tomography (CT) and Cardiac Nuclear Medicine Studies ,N/A,N/A,N/A,360,"Percentage of computed tomography (CT) and cardiac nuclear medicine (myocardial perfusion studies) imaging reports for all patients, regardless of age, that document a count of known previous CT (any type of CT) and cardiac nuclear medicine (myocardial perfusion) studies that the patient has received in the 12-month period prior to the current study",Patient Safety,Process,American College of Radiology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_360_Registry.pdf,,,,FALSE,FALSE
Optimizing Patient Exposure to Ionizing Radiation: Reporting to a Radiation Dose Index Registry ,N/A,N/A,N/A,361,"Percentage of total computed tomography (CT) studies performed for all patients, regardless of age, that are reported to a radiation dose index registry that is capable of collecting at a minimum selected data elements",Patient Safety,Structure,American College of Radiology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_361_Registry.pdf,,,,FALSE,FALSE
Optimizing Patient Exposure to Ionizing Radiation: Computed Tomography (CT) Images Available for Patient Follow-up and Comparison,N/A,N/A,N/A,362,"Percentage of final reports for computed tomography (CT) studies performed for all patients, regardless of age, which document that Digital Imaging and Communications in Medicine (DICOM) format image data are available to non-affiliated external healthcare facilities or entities on a secure, media free, reciprocally searchable basis with patient authorization for at least a 12-month period after the study",Communication and Care Coordination,Structure,American College of Radiology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_362_Registry.pdf,,,,FALSE,FALSE
"Optimizing Patient Exposure to Ionizing Radiation: Search for Prior Computed Tomography (CT) Studies Through a Secure, Authorized, Media-Free, Shared Archive ",N/A,N/A,N/A,363,"Percentage of final reports of computed tomography (CT) studies performed for all patients, regardless of age, which document that a search for Digital Imaging and Communications in Medicine (DICOM) format images was conducted for prior patient CT imaging studies completed at non-affiliated external healthcare facilities or entities within the past 12-months and are available through a secure, authorized, media-free, shared archive prior to an imaging study being performed",Communication and Care Coordination,Structure,American College of Radiology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_363_Registry.pdf,,,,FALSE,FALSE
Optimizing Patient Exposure to Ionizing Radiation: Appropriateness: Follow-up CT Imaging for Incidentally Detected Pulmonary Nodules According to Recommended Guidelines ,N/A,N/A,N/A,364,"Percentage of final reports for computed tomography (CT) imaging studies of the thorax for patients aged 18 years and older with documented follow-up recommendations for incidentally detected pulmonary nodules (e.g., follow-up CT imaging studies needed or that no follow-up is needed) based at a minimum on nodule size AND patient risk factors",Communication and Care Coordination,Process,American College of Radiology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_364_Registry.pdf,,,,FALSE,FALSE
Follow-Up Care for Children Prescribed ADHD Medication (ADD),CMS136v7,N/A,108,366,"Percentage of children 6-12 years of age and newly dispensed a medication for attention-deficit/hyperactivity disorder (ADHD) who had appropriate follow-up care.  Two rates are reported.
a. Percentage of children who had one follow-up visit with a practitioner with prescribing authority during the 30-Day Initiation Phase
b. Percentage of children who remained on ADHD medication for at least 210 days and who, in addition to the visit in the Initiation Phase, had at least two additional follow-up visits with a practitioner within 270 days (9 months) after the Initiation Phase ended
",Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,multiPerformanceRate,2017,NULL,,FALSE,FALSE,NULL,NULL,2,simpleAverage,,,,,https://ecqi.healthit.gov/ecqm/measures/cms136v7,FALSE,FALSE
Bipolar Disorder and Major Depression: Appraisal for alcohol or chemical substance use,CMS169v6,N/A,N/A,367,Percentage of patients with depression or bipolar disorder with evidence of an initial assessment that includes an appraisal for alcohol or chemical substance use,Effective Clinical Care,Process,Center for Quality Assessment and Improvement in Mental Health,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/measures/cms169v6,FALSE,FALSE
Pregnant women that had HBsAg testing,CMS158v6,N/A,N/A,369,This measure identifies pregnant women who had a HBsAg (hepatitis B) test during their pregnancy,Effective Clinical Care,Process,OptumInsight,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/measures/cms158v6,FALSE,FALSE
Depression Remission at Twelve Months,CMS159v6,N/A,710,370,"The percentage of patients 18 years of age and or older with major depression or dysthymia who reached remission 12  months (+/- 30 days) after an index visit
",Effective Clinical Care,Outcome,Minnesota Community Measurement,-,-,X,X,-,X,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_370_Registry.pdf,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2018_WI_MH1.pdf,https://ecqi.healthit.gov/ecqm/measures/cms159v6,FALSE,FALSE
Depression Utilization of the PHQ-9 Tool,CMS160v6,N/A,712,371,The percentage of patients age 18 and older with the diagnosis of major depression or dysthymia who have a completed PHQ-9 during  each applicable 4 month period in which there was a qualifying visit,Effective Clinical Care,Process,Minnesota Community Measurement,-,-,X,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,multiPerformanceRate,2017,NULL,,FALSE,FALSE,NULL,NULL,3,weightedAverage,,,,,https://ecqi.healthit.gov/ecqm/measures/cms160v6,FALSE,FALSE
Maternal Depression Screening,CMS82v5,N/A,N/A,372," The percentage of children who turned 6 months of age during the measurement year, who had a face-to-face visit between the clinician and the child during child's first 6 months, and who had a maternal depression screening for the mother at least once between 0 and 6 months of life
 ",Community/Population Health,Process,National Committee for Quality Assurance,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/ep/2018/cms082v5,FALSE,FALSE
Hypertension: Improvement in Blood Pressure,CMS65v7,N/A,N/A,373,Percentage of patients aged 18-85 years of age with a diagnosis of hypertension whose blood pressure improved during the measurement period,Effective Clinical Care,Intermediate Outcome,Centers for Medicare & Medicaid Services,-,-,X,-,-,-,-,-,X,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/ep/2018/cms065v7,FALSE,FALSE
Closing the Referral Loop: Receipt of Specialist Report,CMS50v6,N/A,N/A,374,"Percentage of patients with referrals, regardless of age, for which the referring provider receives a report from the provider to whom the patient was referred",Communication and Care Coordination,Process,Centers for Medicare & Medicaid Services,-,-,X,-,-,X,X,-,X,-,X,X,-,X,X,X,X,X,X,-,-,X,-,X,X,X,-,X,X,X,X,X,X,-,-,X,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_374_Registry.pdf,,,https://ecqi.healthit.gov/ecqm/ep/2018/cms050v6,FALSE,FALSE
Functional Status Assessment for Total Knee Replacement,CMS66v6,N/A,N/A,375,Percentage of patients 18 years of age and older who received an elective primary total knee arthroplasty (TKA) who completed baseline and follow-up patient-reported and completed a functional status assessment within 90 days prior to the surgery and in the 270-365 days after the surgery,Person and Caregiver-Centered Experience and Outcomes,Process,Centers for Medicare & Medicaid Services,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/ep/2018/cms066v6,FALSE,FALSE
Functional Status Assessment for Total Hip Replacement,CMS56v6,N/A,N/A,376,Percentage of patients 18 years of age and older who received an elective primary total hip arthroplasty (THA) who completed baseline and follow-up patient-reported and completed a functional status assessment within 90 days prior to the surgery and in the 270-365 days after the surgery,Person and Caregiver-Centered Experience and Outcomes,Process,Centers for Medicare & Medicaid Services,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/ep/2018/cms056v6,FALSE,FALSE
Functional Status Assessments for Congestive Heart Failure,CMS90v7,N/A,N/A,377,Percentage of patients 18 years of age and older with congestive  heart failure who completed initial and follow-up patient-reported functional status assessments,Person and Caregiver-Centered Experience and Outcomes,Process,Centers for Medicare & Medicaid Services,-,-,X,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/ep/2018/cms090v7,FALSE,FALSE
Children Who Have Dental Decay or Cavities,CMS75v6,N/A,N/A,378,"Percentage of children, age 0-20 years, who have had tooth decay or cavities during the measurement period",Community/Population Health,Outcome,Centers for Medicare & Medicaid Services,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/ep/2018/cms075v6,FALSE,FALSE
"Primary Caries Prevention Intervention as Offered by Primary Care Providers, including Dentists",CMS74v7,N/A,N/A,379,"Percentage of children, age 0-20 years, who received a fluoride varnish application during the measurement period",Effective Clinical Care,Process,Centers for Medicare & Medicaid Services,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/ep/2018/cms074v7,FALSE,FALSE
Child and Adolescent Major Depressive Disorder (MDD): Suicide Risk Assessment,CMS177v6,N/A,1365,382," Percentage of patient visits for those patients aged 6 through 17 years with a diagnosis of major depressive disorder with an assessment for suicide risk
 ",Patient Safety,Process,Physician Consortium for Performance Improvement,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/measures/cms177v6,FALSE,FALSE
Adherence to Antipsychotic Medications For Individuals with Schizophrenia,N/A,N/A,1879,383,Percentage of individuals at least 18 years of age as of the beginning of the measurement period with schizophrenia or schizoaffective disorder who had at least two prescriptions filled for any antipsychotic medication and who had a Proportion of Days Covered (PDC) of at least 0.8 for antipsychotic medications during the measurement period (12 consecutive months),Patient Safety,Intermediate Outcome,Health Services Advisory Group ,-,-,-,-,-,X,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_383_Registry.pdf,,,,FALSE,FALSE
Adult Primary Rhegmatogenous Retinal Detachment Surgery: No Return to the Operating Room Within 90 Days of Surgery,N/A,N/A,N/A,384,Patients aged 18 years and older who had surgery for primary rhegmatogenous retinal detachment who did not require a return to the operating room within 90 days of surgery,Effective Clinical Care,Outcome,American Academy of Ophthalmology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_384_Registry.pdf,,,,FALSE,FALSE
Adult Primary Rhegmatogenous Retinal Detachment Surgery: Visual Acuity Improvement Within 90 Days of Surgery,N/A,N/A,N/A,385,"Patients aged 18 years and older who had surgery for primary rhegmatogenous retinal detachment and achieved an improvement in their visual acuity, from their preoperative level, within 90 days of surgery in the operative eye",Effective Clinical Care,Outcome,American Academy of Ophthalmology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_385_Registry.pdf,,,,FALSE,FALSE
Amyotrophic Lateral Sclerosis (ALS) Patient Care Preferences,N/A,N/A,N/A,386,"Percentage of patients diagnosed with Amyotrophic Lateral Sclerosis (ALS) who were offered assistance in planning for end of life issues (e.g. advance directives, invasive ventilation, hospice) at least once annually",Person and Caregiver-Centered Experience and Outcomes,Process,American Academy of Neurology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_386_Registry.pdf,,,,FALSE,FALSE
