QCDR Name,Measure ID,Measure Title,Measure Description ,NQF Number  (if applicable),NQS Domain ,High Priority,Measure Type,Inverse Measure,"Proportional Measure 
",Continuous Variable Measure  ,Ratio Measure  ,Number of performance rates to be  submitted                                                  ,Overall Algorithm,Is the Measure Risk-Adjusted   ,Primary Steward,First Performance Year 
The PQR,HCPR21,Appropriate Use of Telemetry for Admission or Observation Placement,Percentage of Adult Patients with an Appropriate Diagnosis for Telemetry Admission or Observation Placement,N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,H-CPR (Hospitalist -Clinical Performance Registry),2018
The PQR,HCPR22,Critical Care Transfer of Care - Use of Verbal Checklist or Protocol,Percentage of Adult Patients Transferred from the Critical Care Service to a Non-critical Care Service Who Had Documented Use of a Verbal Protocol for the Transfer of Care Between the Transferring Clinician and the Accepting Clinician,N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,H-CPR (Hospitalist -Clinical Performance Registry),2018
The PQR,HCPR3,Mean Length of Stay for Inpatients - Pneumonia,"Risk-Adjusted Mean LOS for All Inpatients Diagnosed with Pneumonia
2 performance rates: 1. Observed mean time/expected mean time 2. Mean time.",N/A,Efficiency and Cost Reduction,Yes,Outcome,Yes,No,Yes,Yes,2,1st Performance Rate,Yes,H-CPR (Hospitalist -Clinical Performance Registry),2017
The PQR,HCPR4,Mean Length of Stay for Inpatients - CHF,"Risk-Adjusted Mean LOS for All Inpatients Diagnosed with Congestive Heart Failure (CHF)
2 performance rates: 1. Observed mean time/expected mean time 2. Mean time.",N/A,Efficiency and Cost Reduction,Yes,Outcome,Yes,No,Yes,Yes,2,1st Performance Rate,Yes,H-CPR (Hospitalist -Clinical Performance Registry),2017
The PQR,HCPR5,Mean Length of Stay for Inpatients - COPD,"Risk-Adjusted Mean LOS for All Inpatients Diagnosed with Chronic Obstructive Pulmonary Disease (COPD)
2 performance rates: 1. Observed mean time/expected mean time 2. Mean time.",N/A,Efficiency and Cost Reduction,Yes,Outcome,Yes,No,Yes,Yes,2,1st Performance Rate,Yes,H-CPR (Hospitalist -Clinical Performance Registry),2017
The PQR-Anes,AQI18,Coronary Artery Bypass Graft (CABG): Prolonged Intubation - Inverse Measure,Percentage of patients aged 18 years and older undergoing isolated CABG surgery who require postoperative intubation > 24 hours,N/A,Effective Clinical Care,Yes,Outcome,Yes,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2017
The PQR-Anes,AQI48,Patient-Reported Experience with Anesthesia,"Percentage of patients, aged 18 and older, who were surveyed on their patient experience and satisfaction with anesthesia care and who reported a positive experience. 

This measure will consist of two performance rates:

Rate 1: AQI48a: Percentage of patients, aged 18 and older, who were surveyed on their patient experience and satisfaction with anesthesia care 
Rate 2: AQI48b: Percentage of patients, aged 18 and older, who completed a survey on their patient experience and satisfaction with anesthesia care who report a positive experience with anesthesia care

NOTE: The measure requires that a valid survey, as defined in the numerator, be sent to patients between discharge from the facility and within 30 days of facility discharge. To report AQI 48b, a minimum number of 20 surveys with the mandatory question completed must be reported.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,2,2nd Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2017
The PQR-Anes,AQI49,Adherence to Blood Conservation Guidelines for Cardiac Operations using Cardiopulmonary Bypass (CPB) - Composite,"Percentage of patients, aged 18 years and older, who undergo a cardiac operation using cardiopulmonary bypass for whom selected blood conservation strategies were used.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2017
The PQR-Anes,AQI55,Team-Based Implementation of a Care-and-Communication Bundle for ICU Patients,"Percentage of patients, regardless of age, who are admitted to an intensive care unit (ICU) for >=48 hours and who received critical care services who have documentation by managing physician of 1) attempted or actual identification of a surrogate decision maker, 2) an advance directive, and 3) the patient's preference for cardiopulmonary resuscitation, within 48 hours of ICU admission",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
The PQR-Anes,AQI56,Use of Neuraxial Techniques and/or Peripheral Nerve Blocks for Total Knee Arthroplasty (TKA),"Percentage of patients, regardless of age, that undergo primary total knee arthroplasty for whom neuraxial anesthesia and/or a peripheral nerve block is performed",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
The PQR-Anes,AQI57,Safe Opioid Prescribing Practices,"Percentage of patients, aged 18 years and older, prescribed opioid medications for longer than six weeks' duration for whom ALL of the following opioid prescribing best practices are followed:

1. Chemical dependency screening (includes laboratory testing and/or questionnaire) within the immediate 6 months prior to the encounter
2. Co-prescription of naloxone or documented discussion regarding offer of Naloxone co-prescription, if prescription is >=50 MME/day
3. Non co-prescription of benzodiazepine medications by prescribing pain physician and documentation of a discussion with patient regarding risks of concomitant use of benzodiazepine and opioid medications.",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
The PQR-Anes,AQI58,Infection Control Practices for Open Interventional Pain Procedures,"Percentage of patients, regardless of age, that undergo an open interventional pain procedure for whom ALL of the following infection control best practices are followed by anesthesiologist(s) and scrub technologist(s), in addition to standard sterile technique: 
1. Double gloving (two pairs of sterile gloves are worn)
2. Chlorhexidine with alcohol used for surgical site preparation
3. Weight-based preoperative antibiotic dosing and, if indicated by procedure duration, weight-based re-dosing
4. Administration of pre-operative antibiotics within 1 hour, or 2 hours for vancomycin, prior to surgical incision",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
The PQR-Anes,AQI59,Multimodal Pain Management,"Percentage of patients, regardless of age, undergoing selected elective surgical procedures that were managed with multimodal pain medicine.",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
The PQR-Anes,AQI61,Ambulatory Post-Discharge Patient Follow-Up,"Percentage of patients, regardless of age, who received anesthesia services in an ambulatory setting whose post-discharge status was assessed within 72 hours of discharge",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
The PQR-Anes,AQI62,Obstructive Sleep Apnea: Patient Education,"Percentage of patients aged 18 years or older, who undergo an elective procedure requiring anesthesia services who are screened for obstructive sleep apnea (OSA) AND, if positive, have documentation that they received education regarding their risk for OSA prior to PACU discharge",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
The PQR-Anes,AQI63,Neuromuscular Blockade: Documented Assessment of Neuromuscular Function Prior to Extubation,Percentage of patients requiring anesthesia services with a documented assessment of neuromuscular blockade reversal after last dose of non-depolarizing neuromuscular blocker,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
The PQR-Anes,AQI64,Neuromuscular Blockade: Reversal Administered,"Percentage patients aged 12 years and older, requiring anesthesia services where nondepolarizing neuromuscular blockade is used and neostigmine, sugammadex, and/or edrophonium are administered prior to extubation",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
The PQR-Anes,AQI65,Avoidance of Cerebral Hyperthermia for Procedures Involving Cardiopulmonary Bypass,"Percentage of patients, aged 18 years and older, undergoing a procedure using cardiopulmonary bypass who did not have a documented intraoperative pulmonary artery, oropharyngeal, or nasopharyngeal temperature >=37.0 degrees Celsius during the period of cardiopulmonary bypass",N/A,Patient Safety,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
The PQR-Anes,AQI66,Obstructive Sleep Apnea: Mitigation Strategies,"Percentage of patients aged 18 years or older, who undergo an elective procedure requiring anesthesia services who are screened for obstructive sleep apnea (OSA) AND, if positive, for whom two or more selected mitigation strategies was used prior to PACU discharge",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
The PQR-Anes,AQI67,Consultation for Frail Patients,"Percentage of patients aged 70 years or older, who undergo an inpatient procedure requiring anesthesia services and have a positive frailty screening result who receive a multidisciplinary consult or care during the hospital encounter",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
U.S. Wound Registry,CDR1,Adequate Off-loading of Diabetic Foot Ulcer at each visit,"Percentage of visits in which diabetic foot ulcers among patients aged 18 years and received adequate off-loading during a 12-month reporting period, stratified by location of the ulcer.

The location of the diabetic foot ulcer on the foot (e.g. heel/midfoot vs. toes) determines the type of off-loading device that is appropriate, the patient's risk of falling, the probability of successful off-loading and thus the likelihood of major amputation.  The clinician needs to assess the most appropriate off-loading option based on many different factors. 

There are three rates reported for this measure.
The three rates will be risk stratified into two buckets (location of wound and/or ulcer) which are the following:
Rate 1: Midfoot/heel
Rate 2: Toes
Rate 3: The average of the two risk stratified buckets which will be the performance rate in the XML submitted.",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,3,3rd Performance Rate,Yes,U.S. Wound Registry,2017
