QCDR Name,Measure ID,Measure Title,Measure Description,NQF Number  (if applicable),NQS Domain,High Priority,Measure Type,Inverse Measure,Proportional Measure,Continuous Variable Measure,Ratio Measure,Number of performance rates to be submitted,Overall Algorithm,Is the Measure Risk-Adjusted,Primary Steward,First Performance Year,Performance Rate Description,Submission Pathway
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RPAQIR15,Arteriovenous Fistulae Thrombectomy Success Rate,Percentage of clinically successful arteriovenous fistulae (AVF) thrombectomies for patients aged 18 years and older on maintenance hemodialysis dialysis,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2016,N/A,Traditional MIPS
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RPAQIR16,Peritoneal Dialysis Catheter Success Rate,Percentage of clinically successful peritoneal dialysis (PD) catheter placements in patients aged 18 and older.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2016,N/A,Traditional MIPS
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RPAQIR18,Advance Directives Completed,"Percentage of patients aged 18 years and older with a diagnosis of Stage 3, 4 & 5 chronic kidney disease (CKD) or end stage renal disease (ESRD) who have advance directives and/or end of life medical orders (e.g., POLST, MOLST, MOST, POST, etc.) completed based on their preferences.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2016,N/A,Traditional MIPS
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RPAQIR5,Transplant Referral,Percentage of patients aged 18 -75 years old with a diagnosis of end-stage renal disease (ESRD) on hemodialysis or peritoneal dialysis for 90 days or longer who are referred to a transplant center for kidney transplant evaluation within a 12-month period.,N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2014,N/A,Traditional MIPS
AAOS Orthopaedic Quality Resource Center,SPINETRACK4,Percent of patients meeting SCB thresholds for back or neck pain,Calculation of the percent of patients who meet the substantial clinical benefit (SCB) thresholds for improvement in back or neck pain following a spine surgical intervention (cervical or lumbar),N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,AAOS Orthopaedic Quality Resource Center,2019,N/A,Traditional MIPS
AAOS Orthopaedic Quality Resource Center,SPINETRACK5,Percent of patients meeting SCB thresholds for leg or arm pain,Calculation of the percent of patients who meet the substantial clinical benefit (SCB) thresholds for improvement in leg or arm pain following a spine surgical intervention (cervical or lumbar),N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,AAOS Orthopaedic Quality Resource Center,2019,N/A,Traditional MIPS
AAOS Orthopaedic Quality Resource Center,SPINETRACK6,Percent of patients meeting SCB thresholds for pain-related disability (ODI/NDI),Calculation of the percent of patients who meet the substantial clinical benefit (SCB) thresholds for improvement in pain-related disability following a spine surgical intervention (cervical or lumbar),N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,AAOS Orthopaedic Quality Resource Center,2019,N/A,Traditional MIPS
AAOS Orthopaedic Quality Resource Center,SPINETRACK8,Patient satisfaction following spinal fusion surgery,Calculation of the percent of patients who are 'Very satisfied' or 'Somewhat satisfied' with their surgical outcome following a spine surgical intervention (cervical or lumbar).,N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,AAOS Orthopaedic Quality Resource Center,2020,N/A,Traditional MIPS
AAOS Orthopaedic Quality Resource Center,SPINETRACK9,Unplanned hospital readmission following spinal fusion surgery.,Calculation of the percent of patients who require unplanned hospital readmission following spine surgical intervention (cervical or lumbar).,N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),Yes,Yes,No,No,1,1st Performance Rate,No,AAOS Orthopaedic Quality Resource Center,2020,N/A,Traditional MIPS
STS National Database,STS1,Prolonged Length of Stay Following Coronary Artery Bypass Grafting,Percentage of patients aged 18 years and older undergoing isolated CABG with an inpatient postoperative length of stay of more than 14 days whether patient is alive or dead at discharge,N/A,Efficiency and Cost Reduction,Yes,Outcome,Yes,Yes,No,No,1,1st Performance Rate,Yes,STS National Database,2014,N/A,Traditional MIPS
STS National Database,STS7,Patient Centered Surgical Risk Assessment and Communication for Cardiac Surgery,Percentage of patients age 18 and older undergoing a non-emergency risk modeled cardiac surgery procedure that had personalized risk assessment using the STS risk calculator and discussed those risks with the surgeon.,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,STS National Database,2015,N/A,Traditional MIPS
UREQA (United Rheumatology Effectiveness and Quality Analytics),UREQA1,Ankylosing Spondylitis: Controlled Disease,Percentage of qualifying visits for patients aged 18 years and older with a diagnosis of ankylosing spondylitis for at least 6 months whose most recent BASDAI score is less than 4.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,UREQA (United Rheumatology Effectiveness and Quality Analytics),2018,N/A,Traditional MIPS
UREQA (United Rheumatology Effectiveness and Quality Analytics),UREQA2,Ankylosing Spondylitis: Appropriate Pharmacologic Therapy,Percentage of patients aged 18 years and older with a first diagnosis of ankylosing spondylitis who are treated with nonsteroidal anti-inflammatory drugs (NSAIDs) before initiation of biologic therapy.,N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,UREQA (United Rheumatology Effectiveness and Quality Analytics),2018,N/A,Traditional MIPS
UREQA (United Rheumatology Effectiveness and Quality Analytics),UREQA4,Folic or Folinic Acid Therapy for Patients Treated with Methotrexate,Percentage of patients aged 18 years and older being treated with methotrexate who are concomitantly treated with folic or folinic acid.,N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,UREQA (United Rheumatology Effectiveness and Quality Analytics),2018,N/A,Traditional MIPS
U.S. Wound Registry,USWR22,Patient Reported Nutritional Assessment in Patients with Wounds and Ulcers,"The percentage of patients aged 18 years and older with a diagnosis of a wound or ulcer of any type who self-report nutritional screening with a validated tool (such as the Self-MNA by Nestlé) within the 12-month reporting period.
	
Using the Self-MNA® by Nestlé, if a patient at risk of malnutrition has an MNA score of 8-11 and documented weight loss, the clinician should subsequently create a follow up plan (e.g. diet enhancement and oral supplementation of 400 kcal/d2), close weight monitoring, and a more in depth nutrition assessment. Malnourished patients with scores of 0-7 would be offered treatment with nutritional intervention (ONS 400-600 kcal/d2 and diet enhancement), close weight monitoring and a more in depth nutrition assessment. Patients may be provided with a variety of options for supplementation from which to chose that would provide the recommended number of calories or nutritional content. A follow up plan is documented during the encounter from the patient reported nutritional assessment.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,U.S. Wound Registry,2017,N/A,Traditional MIPS
U.S. Wound Registry,USWR23,Non Invasive Arterial Assessment of patients with lower extremity wounds or ulcers for determination of healing potential,"Percentage of patients aged 18 years or older with a non healing lower extremity wounds or ulcers that underwent a non-invasive arterial assessment once in a 12 month period, stratified by severity of arterial disease (as measured via ABI, perfusion pressure, or transcutaneous oximetry) .

There are four rates reported for this measure. The four rates will be risk stratified into three buckets which are the following:
1.	No evidence of arterial disease and ischemia is not a contributor to non-healing
2.	Possible arterial compromise (possible reduced flow), but the patient may still be able to heal the wound(s) or ulcer(s) and does not require referral to a vascular specialist.
3.	Evidence of arterial disease- patient should be referred to specialist for vascular assessment if not currently in the care of a vascular expert. Ischemia may be the reason the patient has failed to heal.
4.	The average of the three risk stratified buckets which will be the performance rate in the JSON XML submitted.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,4,4th Performance Rate,Yes,U.S. Wound Registry,2018,"There are four rates reported for this measure. The four rates will be risk stratified into three buckets which are the following:
Rate 1: No evidence of arterial disease and ischemia is not a contributor to non-healing
Rate 2: Possible arterial compromise (possible reduced flow), but the patient may still be able to heal the wound(s) or ulcer(s)
Rate 3: 	Evidence of arterial disease- patient should be referred to specialist for vascular assessment if not currently in the care of a vascular expert. Ischemia may be the reason the patient has failed to heal.
Rate 4: 	The average of the three risk stratified buckets which will be the performance rate in the JSON XML submitted.",Traditional MIPS
U.S. Wound Registry,USWR24,Patient Reported Experience of Care: Wound Outcome,All eligible patients with wounds or ulcers who completed of Wound Outcome Questionnaire who showed 10% improvement at discharge or transfer to another site of care during the 12 month reporting period.,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,U.S. Wound Registry,2018,N/A,Traditional MIPS
