MVP Title,MVP ID,MVP Description,Most Applicable Medical Specialties,Clinical Topic,MVP Reporting Category,Measure Id
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_HIE_6
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_INFBLO_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_LVITC_2
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_LVOTC_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_LVPP_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_ONCDIR_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PEA_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_1_EX_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_1_EX_2
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_1_EX_3
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_1_PRE
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_1_PROD
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_2
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_2_PRE
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_2_PROD
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_3
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_3_EX_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_3_EX_2
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_3_EX_3
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_3_PRE
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_3_PROD
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_4
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_4_PRE
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_4_PROD
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_5
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_5_PRE
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PHCDRR_5_PROD
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PPHI_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_PPHI_2
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_ONCACB_1 
Focusing on Women’s Health,M1366,Focusing on Women’s Health MVP focuses on the clinical theme of providing treatment and management of women’s health.,Gynecology; Obstetrics; Urogynecology; Nonphysician Practitioners; Certified Nurse Mid-Wives; Nurse Practitioners; Physician Assistants,Women's Health,Quality,039
